64,0,0,0.000774533,0.000774405
128,0,0,0.003153964,0.003153862
256,0,0,0.02427766,0.024277432
512,0,0,0.074223833,0.074223659
1024,0,0,0.262664412,0.262664255
64,1,0,0.000800833,0.000800706
128,1,0,0.0031593,0.003159161
256,1,0,0.012746922,0.01274681
512,1,0,0.050720974,0.050720863
1024,1,0,0.202416008,0.202415884
64,3,0,0.000854913,0.000854763
128,3,0,0.003003138,0.003002991
256,3,0,0.010430971,0.010430824
512,3,0,0.03068656,0.030686377
1024,3,0,0.155616155,0.155615966
64,5,0,0.000523391,0.000523268
128,5,0,0.001750301,0.001750185
256,5,0,0.006851058,0.006850895
512,5,0,0.033367739,0.033367508
1024,5,0,0.109049855,0.109049684
64,7,0,0.000523067,0.000522912
128,7,0,0.001413022,0.001412864
256,7,0,0.004875183,0.004874993
512,7,0,0.019364699,0.019364545
1024,7,0,0.072691431,0.072691172
64,9,0,0.000453172,0.000453016
128,9,0,0.001253326,0.001253168
256,9,0,0.004976043,0.004975871
512,9,0,0.019850195,0.019850035
1024,9,0,0.073949698,0.073949511
64,11,0,0.000434362,0.000434235
128,11,0,0.001168801,0.001168598
256,11,0,0.003955111,0.003954918
512,11,0,0.015444776,0.01544459
1024,11,0,0.057327285,0.057327054
64,13,0,0.000679195,0.000679041
128,13,0,0.001229929,0.001229699
256,13,0,0.004339414,0.004339201
512,13,0,0.018894629,0.018894446
1024,13,0,0.059855937,0.059855759
64,15,0,0.000347647,0.000347462
128,15,0,0.001112533,0.001112319
256,15,0,0.004718342,0.004718154
512,15,0,0.019201441,0.019201227
1024,15,0,0.049885795,0.049885633
64,0,0,0.000879798,0.000879666
128,0,0,0.003161789,0.003161655
256,0,0,0.012795562,0.012795435
512,0,0,0.050529173,0.050529044
1024,0,0,0.200673685,0.200673586
64,1,0,0.00078473,0.00078461
128,1,0,0.003201948,0.003201808
256,1,0,0.012776402,0.012776271
512,1,0,0.050913169,0.050913047
1024,1,0,0.202536626,0.202536499
64,3,0,0.000694709,0.000694559
128,3,0,0.002508233,0.002508084
256,3,0,0.007508223,0.007508088
512,3,0,0.045579511,0.045579362
1024,3,0,0.15241016,0.152410013
64,5,0,0.000546445,0.000546324
128,5,0,0.001758137,0.00175801
256,5,0,0.005670063,0.00566991
512,5,0,0.021929697,0.021929545
1024,5,0,0.084798501,0.084798365
64,7,0,0.000470354,0.000470212
128,7,0,0.001442008,0.001441845
256,7,0,0.004863486,0.004863344
512,7,0,0.019353437,0.019353182
1024,7,0,0.071679414,0.071679261
64,9,0,0.000433083,0.000432953
128,9,0,0.001501821,0.001501675
256,9,0,0.00433784,0.004337687
512,9,0,0.016561035,0.01656089
1024,9,0,0.058344716,0.058344575
64,11,0,0.00047215,0.000472014
128,11,0,0.001214512,0.001214359
256,11,0,0.003984851,0.003984711
512,11,0,0.015446636,0.015446495
1024,11,0,0.056988591,0.056988428
64,13,0,0.00044587,0.000445708
128,13,0,0.001479851,0.00147967
256,13,0,0.00545366,0.005453517
512,13,0,0.019581255,0.01958109
1024,13,0,0.061258916,0.061258766
64,15,0,0.000467945,0.000467703
128,15,0,0.001305194,0.001305039
256,15,0,0.005427773,0.005427621
512,15,0,0.019217226,0.019217066
1024,15,0,0.050706525,0.050706381
64,0,0,0.001069565,0.001069383
128,0,0,0.004456396,0.004456233
256,0,0,0.016812725,0.016812553
512,0,0,0.065903259,0.065903101
1024,0,0,0.218453503,0.218453371
64,1,0,0.000792084,0.00079197
128,1,0,0.003158128,0.003157996
256,1,0,0.022678759,0.022678505
512,1,0,0.050867757,0.050867633
1024,1,0,0.202424073,0.20242395
64,3,0,0.000800504,0.000800348
128,3,0,0.002886385,0.00288622
256,3,0,0.010030597,0.010030459
512,3,0,0.03876053,0.038760391
1024,3,0,0.143697813,0.143697666
64,5,0,0.000676555,0.000676396
128,5,0,0.002289576,0.002289438
256,5,0,0.010895028,0.010894887
512,5,0,0.032057246,0.032057109
1024,5,0,0.108653454,0.1086533
64,7,0,0.000472588,0.000472459
128,7,0,0.001442498,0.00144233
256,7,0,0.004918435,0.004918247
512,7,0,0.019254122,0.019253984
1024,7,0,0.072673969,0.072673713
64,9,0,0.000451717,0.000451565
128,9,0,0.001407665,0.001407543
256,9,0,0.005733566,0.005733432
512,9,0,0.019820933,0.019820783
1024,9,0,0.060393821,0.060393558
64,11,0,0.000441538,0.00044141
128,11,0,0.001185372,0.001185233
256,11,0,0.003950527,0.003950362
512,11,0,0.015382757,0.015382602
1024,11,0,0.054707578,0.054707299
64,13,0,0.0004501,0.000449979
128,13,0,0.001603317,0.001603055
256,13,0,0.004864725,0.004864539
512,13,0,0.018518962,0.018518731
1024,13,0,0.053804345,0.053804105
64,15,0,0.000893278,0.000893091
128,15,0,0.001019885,0.001019699
256,15,0,0.004365917,0.004365772
512,15,0,0.016673746,0.016673518
1024,15,0,0.052950744,0.052950514
64,0,0,0.001326537,0.001326303
128,0,0,0.005093843,0.005093654
256,0,0,0.019150742,0.019150561
512,0,0,0.06828484,0.068284675
1024,0,0,0.265393011,0.265392778
64,1,0,0.001574889,0.001574655
128,1,0,0.006338177,0.00633792
256,1,0,0.022754795,0.022754572
512,1,0,0.078979521,0.078979287
1024,1,0,0.293665973,0.293665731
64,3,0,0.001407177,0.001406922
128,3,0,0.004770389,0.004770059
256,3,0,0.015952771,0.015952526
512,3,0,0.046879676,0.046879293
1024,3,0,0.161278203,0.161277856
64,5,0,0.000671652,0.000671467
128,5,0,0.002377594,0.002377231
256,5,0,0.01165865,0.011658303
512,5,0,0.030251883,0.030251528
1024,5,0,0.114922902,0.114922591
64,7,0,0.000685267,0.000685033
128,7,0,0.002482811,0.002482485
256,7,0,0.009015751,0.009015428
512,7,0,0.029318902,0.029318648
1024,7,0,0.090666775,0.090666563
64,9,0,0.000693231,0.00069299
128,9,0,0.001712644,0.001712399
256,9,0,0.005553009,0.005552756
512,9,0,0.021337603,0.02133733
1024,9,0,0.061677918,0.061677715
64,11,0,0.000633616,0.000633412
